,income
23657,0.01
23658,0.168
23659,0.111
23660,0.0
23661,0.87
23662,0.0
23663,0.189
23664,0.812
23665,0.017
23666,0.007
23667,0.0
23668,0.185
23669,0.0
23670,0.001
23671,0.302
23672,0.999
23673,0.114
23674,0.0
23675,0.0
23676,0.237
23677,0.003
23678,0.976
23679,0.0
23680,0.001
23681,0.966
23682,0.962
23683,0.024
23684,0.0
23685,0.897
23686,0.805
23687,0.129
23688,0.01
23689,0.728
23690,0.0
23691,0.124
23692,0.007
23693,0.0
23694,0.15
23695,0.073
23696,0.039
23697,0.002
23698,0.0
23699,0.005
23700,0.03
23701,0.978
23702,0.038
23703,0.224
23704,0.002
23705,0.194
23706,0.951
23707,0.004
23708,0.821
23709,0.999
23710,0.0
23711,0.086
23712,0.311
23713,0.134
23714,0.01
23715,0.631
23716,0.695
23717,0.152
23718,0.034
23719,0.121
23720,0.001
23721,0.958
23722,0.003
23723,0.0
23724,0.041
23725,0.505
23726,0.763
23727,0.0
23728,0.012
23729,0.13
23730,0.003
23731,0.073
23732,0.171
23733,0.872
23734,0.111
23735,0.575
23736,0.864
23737,0.0
23738,0.054
23739,0.318
23740,0.004
23741,0.823
23742,0.004
23743,0.0
23744,0.007
23745,0.481
23746,0.0
23747,0.0
23748,0.013
23749,0.711
23750,0.173
23751,0.001
23752,0.82
23753,0.03
23754,0.059
23755,0.003
23756,0.974
23757,0.003
23758,0.064
23759,0.0
23760,0.912
23761,0.148
23762,0.002
23763,0.715
23764,0.001
23765,0.024
23766,0.0
23767,0.037
23768,0.298
23769,0.858
23770,0.111
23771,0.0
23772,0.002
23773,0.082
23774,0.037
23775,0.002
23776,0.0
23777,0.032
23778,0.011
23779,0.24
23780,0.034
23781,0.023
23782,0.695
23783,0.992
23784,0.594
23785,0.029
23786,0.0
23787,0.001
23788,0.002
23789,0.651
23790,0.059
23791,0.005
23792,0.992
23793,0.019
23794,0.0
23795,0.015
23796,0.127
23797,0.001
23798,0.001
23799,0.014
23800,0.202
23801,0.028
23802,0.144
23803,0.0
23804,0.035
23805,0.059
23806,0.118
23807,0.001
23808,0.011
23809,0.002
23810,0.204
23811,0.003
23812,0.0
23813,0.117
23814,0.074
23815,0.966
23816,0.132
23817,0.126
23818,0.145
23819,0.051
23820,0.0
23821,0.163
23822,0.0
23823,0.0
23824,0.558
23825,0.048
23826,0.006
23827,0.037
23828,0.0
23829,0.678
23830,0.14
23831,0.026
23832,0.002
23833,0.047
23834,0.016
23835,0.663
23836,0.034
23837,0.071
23838,0.001
23839,0.95
23840,0.648
23841,0.977
23842,0.003
23843,0.242
23844,0.969
23845,0.999
23846,0.001
23847,0.056
23848,0.004
23849,0.958
23850,0.028
23851,0.002
23852,0.836
23853,0.079
23854,0.809
23855,0.08
23856,0.0
23857,0.772
23858,0.034
23859,0.002
23860,0.157
23861,0.05
23862,0.002
23863,0.075
23864,0.011
23865,0.001
23866,0.002
23867,0.811
23868,0.64
23869,0.001
23870,0.0
23871,0.0
23872,0.858
23873,0.354
23874,0.756
23875,0.019
23876,0.037
23877,0.8
23878,0.898
23879,0.983
23880,0.356
23881,0.0
23882,0.013
23883,0.091
23884,0.071
23885,0.002
23886,0.062
23887,0.0
23888,0.002
23889,0.888
23890,0.89
23891,0.066
23892,0.311
23893,0.01
23894,0.729
23895,0.702
23896,0.967
23897,0.998
23898,0.023
23899,0.107
23900,0.099
23901,0.092
23902,0.074
23903,0.156
23904,0.83
23905,0.0
23906,0.004
23907,0.553
23908,0.003
23909,0.0
23910,0.011
23911,0.121
23912,0.159
23913,0.787
23914,0.002
23915,0.07
23916,0.702
23917,0.559
23918,0.028
23919,0.885
23920,0.0
23921,0.002
23922,0.01
23923,0.012
23924,0.001
23925,0.725
23926,0.796
23927,0.007
23928,0.749
23929,0.0
23930,0.114
23931,0.297
23932,0.786
23933,0.009
23934,0.766
23935,0.001
23936,0.0
23937,0.146
23938,0.999
23939,0.17
23940,0.025
23941,0.0
23942,0.229
23943,0.07
23944,0.0
23945,0.0
23946,0.0
23947,0.0
23948,0.001
23949,0.516
23950,0.172
23951,0.195
23952,0.894
23953,0.0
23954,0.187
23955,0.683
23956,0.127
23957,0.65
23958,0.86
23959,0.0
23960,0.035
23961,0.897
23962,0.982
23963,0.001
23964,0.064
23965,0.995
23966,0.0
23967,0.847
23968,0.932
23969,0.023
23970,1.0
23971,0.128
23972,0.037
23973,0.016
23974,0.148
23975,0.096
23976,0.047
23977,0.432
23978,0.002
23979,0.359
23980,0.001
23981,0.095
23982,0.741
23983,0.846
23984,0.002
23985,0.0
23986,0.97
23987,0.991
23988,0.156
23989,0.174
23990,0.811
23991,0.039
23992,0.229
23993,0.074
23994,0.857
23995,0.795
23996,0.0
23997,0.001
23998,0.814
23999,0.998
24000,0.0
24001,0.0
24002,0.005
24003,0.007
24004,0.0
24005,0.06
24006,0.018
24007,0.939
24008,0.994
24009,0.0
24010,0.973
24011,0.0
24012,0.097
24013,0.004
24014,0.795
24015,0.959
24016,0.0
24017,0.004
24018,0.719
24019,0.0
24020,0.0
24021,0.122
24022,0.0
24023,0.46
24024,0.199
24025,0.979
24026,0.847
24027,0.121
24028,0.982
24029,0.029
24030,0.097
24031,0.707
24032,0.072
24033,0.0
24034,0.818
24035,0.412
24036,0.784
24037,0.918
24038,0.921
24039,0.011
24040,0.001
24041,0.063
24042,0.133
24043,0.019
24044,0.671
24045,0.078
24046,0.002
24047,0.002
24048,0.835
24049,0.787
24050,0.047
24051,0.0
24052,0.011
24053,0.111
24054,0.031
24055,0.242
24056,0.003
24057,0.038
24058,0.001
24059,0.0
24060,0.818
24061,0.078
24062,0.712
24063,0.669
24064,0.596
24065,0.867
24066,0.0
24067,0.998
24068,0.043
24069,0.0
24070,0.087
24071,0.705
24072,0.741
24073,0.062
24074,0.031
24075,0.237
24076,0.509
24077,0.0
24078,0.09
24079,0.0
24080,0.001
24081,0.015
24082,0.032
24083,0.003
24084,0.237
24085,0.006
24086,0.0
24087,0.008
24088,0.069
24089,0.94
24090,0.107
24091,0.001
24092,0.682
24093,0.008
24094,0.0
24095,0.086
24096,0.113
24097,0.001
24098,0.0
24099,0.001
24100,0.995
24101,0.908
24102,0.081
24103,0.151
24104,0.781
24105,0.991
24106,0.073
24107,0.935
24108,0.762
24109,0.009
24110,0.0
24111,0.0
24112,0.011
24113,0.555
24114,0.038
24115,0.0
24116,0.0
24117,0.014
24118,0.0
24119,0.313
24120,0.722
24121,0.0
24122,0.999
24123,0.982
24124,0.035
24125,0.941
24126,0.1
24127,0.0
24128,0.906
24129,0.008
24130,0.304
24131,0.994
24132,0.346
24133,0.248
24134,0.899
24135,0.0
24136,0.993
24137,0.147
24138,0.043
24139,0.316
24140,0.86
24141,0.369
24142,0.883
24143,0.282
24144,0.299
24145,0.0
24146,0.035
24147,0.962
24148,0.697
24149,0.0
24150,0.171
24151,0.0
24152,0.017
24153,0.034
24154,0.899
24155,0.026
24156,0.967
24157,0.024
24158,0.038
24159,0.076
24160,0.951
24161,0.38
24162,0.0
24163,0.117
24164,0.995
24165,0.0
24166,0.99
24167,0.0
24168,0.208
24169,0.07
24170,0.922
24171,0.891
24172,0.115
24173,0.1
24174,0.051
24175,0.242
24176,0.003
24177,0.07
24178,0.17
24179,0.001
24180,0.995
24181,0.133
24182,0.0
24183,0.031
24184,0.19
24185,0.276
24186,0.79
24187,0.068
24188,0.942
24189,0.0
24190,0.264
24191,0.792
24192,0.011
24193,0.182
24194,0.007
24195,0.009
24196,0.872
24197,0.003
24198,0.006
24199,0.665
24200,0.99
24201,0.9
24202,0.034
24203,0.916
24204,0.006
24205,0.033
24206,0.054
24207,0.133
24208,0.0
24209,0.849
24210,0.154
24211,0.03
24212,0.07
24213,0.009
24214,0.0
24215,0.465
24216,0.007
24217,0.009
24218,0.198
24219,0.065
24220,0.994
24221,0.008
24222,0.013
24223,0.999
24224,0.215
24225,0.061
24226,0.047
24227,0.003
24228,0.002
24229,0.996
24230,0.999
24231,0.0
24232,0.004
24233,0.074
24234,0.0
24235,0.02
24236,0.166
24237,0.0
24238,0.004
24239,0.005
24240,0.015
24241,0.0
24242,0.001
24243,0.0
24244,0.001
24245,0.686
24246,0.015
24247,0.934
24248,0.05
24249,0.04
24250,0.755
24251,0.002
24252,0.049
24253,0.119
24254,0.037
24255,0.002
24256,0.732
24257,0.581
24258,0.103
24259,0.004
24260,0.901
24261,0.139
24262,0.014
24263,0.068
24264,0.011
24265,0.01
24266,0.031
24267,0.673
24268,0.0
24269,0.011
24270,0.816
24271,0.64
24272,0.964
24273,0.001
24274,0.935
24275,0.02
24276,0.005
24277,0.194
24278,0.0
24279,0.987
24280,0.082
24281,0.923
24282,0.802
24283,0.005
24284,0.216
24285,0.994
24286,0.026
24287,0.0
24288,0.017
24289,0.68
24290,0.029
24291,0.126
24292,0.0
24293,0.304
24294,0.081
24295,0.975
24296,0.003
24297,0.952
24298,0.065
24299,0.778
24300,0.766
24301,0.023
24302,0.035
24303,0.015
24304,0.188
24305,0.335
24306,1.0
24307,0.042
24308,0.0
24309,0.803
24310,0.144
24311,0.016
24312,0.004
24313,0.844
24314,0.003
24315,0.813
24316,0.982
24317,1.0
24318,0.119
24319,0.977
24320,0.969
24321,0.976
24322,0.268
24323,0.603
24324,0.035
24325,0.001
24326,0.047
24327,0.748
24328,0.002
24329,0.987
24330,0.817
24331,0.011
24332,0.052
24333,0.198
24334,0.44
24335,0.189
24336,0.01
24337,0.066
24338,0.13
24339,0.898
24340,0.003
24341,0.001
24342,0.161
24343,0.015
24344,0.013
24345,0.013
24346,0.325
24347,0.022
24348,0.693
24349,0.085
24350,0.036
24351,0.001
24352,0.0
24353,0.151
24354,0.087
24355,0.129
24356,0.874
24357,0.001
24358,0.0
24359,0.0
24360,0.082
24361,0.033
24362,0.879
24363,0.631
24364,0.822
24365,0.104
24366,0.698
24367,0.018
24368,0.051
24369,0.002
24370,0.213
24371,0.134
24372,0.001
24373,0.001
24374,0.039
24375,0.0
24376,0.902
24377,0.0
24378,0.545
24379,0.777
24380,0.91
24381,0.919
24382,0.183
24383,0.001
24384,0.986
24385,0.122
24386,0.98
24387,0.091
24388,0.0
24389,0.005
24390,0.029
24391,0.0
24392,0.011
24393,0.002
24394,0.952
24395,0.908
24396,0.007
24397,0.566
24398,0.002
24399,0.138
24400,0.987
24401,0.816
24402,0.018
24403,0.0
24404,0.0
24405,0.008
24406,0.003
24407,0.819
24408,0.051
24409,0.848
24410,0.0
24411,0.001
24412,0.023
24413,0.002
24414,0.0
24415,0.353
24416,0.126
24417,0.0
24418,0.0
24419,0.751
24420,0.002
24421,0.052
24422,0.015
24423,0.022
24424,0.833
24425,0.01
24426,0.063
24427,0.186
24428,0.034
24429,0.005
24430,0.003
24431,0.017
24432,0.107
24433,0.003
24434,0.114
24435,0.747
24436,0.967
24437,0.021
24438,0.001
24439,0.005
24440,0.78
24441,0.875
24442,0.92
24443,0.211
24444,0.048
24445,0.026
24446,0.02
24447,0.562
24448,0.0
24449,0.002
24450,0.707
24451,0.183
24452,0.922
24453,0.703
24454,0.997
24455,0.016
24456,0.77
24457,0.198
24458,0.007
24459,0.069
24460,0.0
24461,0.166
24462,0.029
24463,0.001
24464,0.005
24465,0.992
24466,0.0
24467,0.001
24468,0.008
24469,0.004
24470,0.864
24471,0.621
24472,0.238
24473,0.004
24474,0.018
24475,0.003
24476,0.856
24477,0.952
24478,0.0
24479,0.005
24480,0.153
24481,0.991
24482,0.748
24483,0.843
24484,0.182
24485,0.952
24486,0.014
24487,0.0
24488,0.087
24489,0.057
24490,0.051
24491,0.031
24492,0.216
24493,0.468
24494,0.024
24495,0.0
24496,0.257
24497,0.999
24498,0.035
24499,0.084
24500,0.0
24501,0.017
24502,0.082
24503,0.104
24504,0.88
24505,0.152
24506,0.0
24507,0.063
24508,0.08
24509,0.328
24510,0.996
24511,0.814
24512,0.02
24513,0.25
24514,0.985
24515,0.0
24516,0.006
24517,0.0
24518,0.01
24519,0.024
24520,0.0
24521,0.099
24522,0.996
24523,0.996
24524,0.0
24525,0.009
24526,0.935
24527,0.017
24528,0.059
24529,0.007
24530,0.074
24531,0.034
24532,0.0
24533,0.75
24534,0.825
24535,0.0
24536,0.951
24537,0.03
24538,0.011
24539,0.0
24540,0.007
24541,0.806
24542,0.08
24543,0.001
24544,0.024
24545,0.13
24546,0.643
24547,0.734
24548,0.011
24549,0.852
24550,0.013
24551,0.186
24552,0.001
24553,0.02
24554,0.834
24555,0.02
24556,0.911
24557,0.106
24558,0.318
24559,0.001
24560,0.471
24561,0.253
24562,0.002
24563,0.001
24564,0.012
24565,0.963
24566,0.0
24567,0.805
24568,0.05
24569,0.729
24570,0.005
24571,0.899
24572,0.057
24573,0.15
24574,0.116
24575,0.0
24576,0.774
24577,0.116
24578,0.14
24579,0.014
24580,0.0
24581,0.001
24582,0.037
24583,0.007
24584,0.003
24585,0.003
24586,0.004
24587,0.0
24588,0.009
24589,0.001
24590,0.652
24591,0.103
24592,0.001
24593,0.015
24594,0.001
24595,0.0
24596,0.162
24597,1.0
24598,0.082
24599,0.052
24600,0.996
24601,0.74
24602,0.986
24603,0.844
24604,0.0
24605,0.771
24606,0.78
24607,0.026
24608,0.0
24609,0.008
24610,0.738
24611,0.001
24612,0.0
24613,0.133
24614,0.748
24615,0.006
24616,0.831
24617,0.092
24618,0.275
24619,0.001
24620,0.243
24621,0.08
24622,0.0
24623,0.0
24624,0.001
24625,0.998
24626,0.132
24627,0.007
24628,0.06
24629,0.231
24630,0.864
24631,0.9
24632,0.005
24633,0.09
24634,0.16
24635,0.033
24636,0.02
24637,0.0
24638,0.997
24639,0.0
24640,0.0
24641,0.87
24642,0.0
24643,0.814
24644,0.001
24645,0.0
24646,0.034
24647,0.0
24648,0.019
24649,0.078
24650,0.08
24651,0.517
24652,0.022
24653,0.007
24654,0.696
24655,0.0
24656,0.17
24657,0.0
24658,0.0
24659,0.46
24660,0.0
24661,0.0
24662,0.992
24663,0.001
24664,0.0
24665,0.979
24666,0.173
24667,0.0
24668,0.002
24669,0.875
24670,0.066
24671,0.033
24672,0.11
24673,0.866
24674,0.0
24675,0.035
24676,0.782
24677,0.0
24678,0.247
24679,0.889
24680,0.252
24681,0.033
24682,0.001
24683,0.625
24684,0.181
24685,0.002
24686,0.0
24687,0.008
24688,0.0
24689,0.312
24690,0.231
24691,0.207
24692,0.007
24693,0.0
24694,0.0
24695,0.277
24696,0.019
24697,0.0
24698,0.068
24699,0.039
24700,0.002
24701,0.393
24702,0.0
24703,0.003
24704,0.145
24705,0.404
24706,0.437
24707,0.001
24708,0.182
24709,0.757
24710,0.001
24711,0.114
24712,0.004
24713,0.999
24714,0.0
24715,0.0
24716,0.014
24717,0.002
24718,0.009
24719,0.114
24720,0.0
24721,0.04
24722,0.959
24723,0.146
24724,0.001
24725,0.0
24726,0.0
24727,0.729
24728,0.0
24729,0.685
24730,0.006
24731,0.0
24732,0.842
24733,0.008
24734,0.617
24735,0.179
24736,0.0
24737,0.007
24738,0.916
24739,0.0
24740,0.265
24741,0.735
24742,0.682
24743,0.152
24744,0.998
24745,0.017
24746,0.316
24747,0.0
24748,0.003
24749,0.907
24750,0.001
24751,0.001
24752,0.0
24753,0.001
24754,0.002
24755,0.001
24756,0.146
24757,0.031
24758,0.011
24759,0.392
24760,0.008
24761,0.05
24762,0.326
24763,0.013
24764,0.186
24765,0.92
24766,0.022
24767,0.005
24768,0.458
24769,0.0
24770,0.801
24771,0.001
24772,0.035
24773,0.002
24774,0.124
24775,0.08
24776,0.002
24777,0.001
24778,0.827
24779,0.098
24780,0.907
24781,0.0
24782,0.011
24783,0.0
24784,0.001
24785,0.123
24786,0.007
24787,0.052
24788,0.032
24789,0.055
24790,0.996
24791,0.131
24792,0.192
24793,0.002
24794,0.0
24795,0.033
24796,0.0
24797,0.002
24798,0.0
24799,0.188
24800,0.786
24801,0.035
24802,0.0
24803,0.0
24804,0.091
24805,0.014
24806,0.21
24807,0.0
24808,0.013
24809,0.013
24810,0.976
24811,0.813
24812,0.005
24813,0.075
24814,0.032
24815,0.682
24816,0.001
24817,0.131
24818,0.058
24819,0.0
24820,0.039
24821,0.0
24822,0.009
24823,0.257
24824,0.0
24825,0.0
24826,0.713
24827,0.011
24828,0.06
24829,0.0
24830,0.22
24831,0.0
24832,0.145
24833,0.02
24834,0.088
24835,0.931
24836,0.141
24837,0.0
24838,0.01
24839,0.926
24840,0.722
24841,0.002
24842,0.0
24843,0.262
24844,0.042
24845,0.0
24846,0.007
24847,0.921
24848,0.085
24849,0.003
24850,0.998
24851,0.0
24852,0.001
24853,0.0
24854,0.004
24855,0.005
24856,0.002
24857,0.008
24858,0.817
24859,0.937
24860,0.0
24861,0.0
24862,0.146
24863,0.075
24864,0.144
24865,0.003
24866,0.894
24867,0.053
24868,0.192
24869,0.048
24870,0.026
24871,0.021
24872,0.003
24873,0.0
24874,0.869
24875,0.489
24876,0.019
24877,0.013
24878,0.0
24879,0.545
24880,0.094
24881,0.149
24882,0.009
24883,0.095
24884,0.088
24885,0.092
24886,0.204
24887,0.376
24888,0.158
24889,0.018
24890,0.006
24891,0.666
24892,0.098
24893,0.01
24894,0.729
24895,0.985
24896,0.004
24897,0.095
24898,0.005
24899,0.016
24900,0.819
24901,0.0
24902,0.476
24903,0.059
24904,0.001
24905,0.276
24906,0.98
24907,0.891
24908,0.429
24909,0.0
24910,0.006
24911,0.001
24912,0.013
24913,0.002
24914,0.007
24915,0.156
24916,0.489
24917,0.001
24918,0.0
24919,0.759
24920,0.0
24921,0.029
24922,0.068
24923,0.155
24924,0.007
24925,0.698
24926,0.057
24927,0.006
24928,0.026
24929,0.119
24930,0.061
24931,0.991
24932,0.0
24933,0.815
24934,0.0
24935,0.0
24936,0.958
24937,0.818
24938,0.001
24939,0.072
24940,0.969
24941,0.001
24942,0.025
24943,1.0
24944,0.001
24945,0.106
24946,0.022
24947,0.03
24948,0.052
24949,0.004
24950,0.0
24951,0.0
24952,0.0
24953,0.002
24954,0.0
24955,0.039
24956,0.184
24957,0.179
24958,0.155
24959,0.706
24960,0.007
24961,0.432
24962,0.0
24963,0.0
24964,0.003
24965,0.005
24966,0.003
24967,0.151
24968,0.987
24969,0.001
24970,0.067
24971,0.005
24972,0.36
24973,0.617
24974,0.001
24975,0.201
24976,0.016
24977,0.014
24978,0.304
24979,0.014
24980,0.617
24981,0.154
24982,0.0
24983,0.988
24984,0.082
24985,0.0
24986,0.065
24987,0.008
24988,0.116
24989,0.956
24990,0.191
24991,0.027
24992,0.06
24993,0.5
24994,0.08
24995,0.087
24996,0.0
24997,0.008
24998,0.0
24999,0.171
25000,0.019
25001,0.01
25002,0.009
25003,0.17
25004,0.003
25005,0.003
25006,0.902
25007,0.066
25008,0.005
25009,0.001
25010,0.001
25011,0.043
25012,0.986
25013,0.001
25014,0.055
25015,0.021
25016,0.011
25017,0.002
25018,0.117
25019,0.747
25020,0.114
25021,0.0
25022,0.747
25023,0.881
25024,0.0
25025,0.039
25026,0.343
25027,0.161
25028,0.011
25029,0.028
25030,0.489
25031,0.002
25032,0.025
25033,0.283
25034,0.008
25035,0.778
25036,0.001
25037,0.941
25038,0.211
25039,0.8
25040,0.0
25041,0.267
25042,0.038
25043,0.1
25044,0.0
25045,0.004
25046,0.0
25047,0.035
25048,0.112
25049,0.288
25050,0.0
25051,0.119
25052,0.008
25053,0.012
25054,0.27
25055,0.803
25056,0.002
25057,0.655
25058,0.008
25059,0.023
25060,0.01
25061,0.915
25062,0.711
25063,0.993
25064,0.174
25065,0.806
25066,0.002
25067,0.0
25068,0.228
25069,0.994
25070,0.015
25071,0.022
25072,0.806
25073,0.027
25074,0.038
25075,0.058
25076,0.0
25077,0.0
25078,0.005
25079,0.711
25080,0.035
25081,0.044
25082,0.907
25083,0.029
25084,0.655
25085,0.099
25086,0.003
25087,0.87
25088,0.972
25089,0.162
25090,0.009
25091,0.212
25092,0.011
25093,0.074
25094,0.001
25095,0.003
25096,0.0
25097,0.095
25098,0.096
25099,0.0
25100,0.01
25101,0.082
25102,0.183
25103,0.178
25104,0.809
25105,0.158
25106,0.114
25107,0.299
25108,1.0
25109,0.001
25110,0.918
25111,0.0
25112,0.331
25113,0.001
25114,0.008
25115,0.005
25116,0.008
25117,0.004
25118,0.162
25119,0.769
25120,0.913
25121,0.727
25122,0.185
25123,0.0
25124,0.116
25125,0.013
25126,0.072
25127,0.001
25128,0.0
25129,0.792
25130,0.101
25131,0.005
25132,0.021
25133,0.0
25134,0.0
25135,0.964
25136,0.007
25137,0.129
25138,0.0
25139,0.922
25140,0.038
25141,0.683
25142,0.039
25143,0.17
25144,0.015
25145,0.021
25146,0.152
25147,0.927
25148,0.224
25149,0.001
25150,0.66
25151,0.846
25152,0.242
25153,0.008
25154,0.057
25155,0.175
25156,0.173
25157,0.0
25158,0.21
25159,0.012
25160,0.796
25161,0.031
25162,0.0
25163,0.986
25164,0.0
25165,0.013
25166,0.228
25167,0.0
25168,0.026
25169,0.0
25170,0.011
25171,0.042
25172,0.117
25173,0.01
25174,0.702
25175,0.687
25176,0.051
25177,0.012
25178,0.926
25179,0.003
25180,0.782
25181,0.0
25182,0.001
25183,0.0
25184,0.0
25185,0.012
25186,0.053
25187,0.106
25188,0.634
25189,0.014
25190,0.925
25191,0.31
25192,0.001
25193,0.011
25194,0.082
25195,0.993
25196,0.101
25197,0.208
25198,0.008
25199,0.011
25200,0.006
25201,0.252
25202,0.063
25203,0.0
25204,0.287
25205,0.0
25206,0.022
25207,0.004
25208,0.001
25209,0.837
25210,0.051
25211,0.495
25212,0.17
25213,0.035
25214,0.027
25215,0.999
25216,0.0
25217,0.0
25218,0.018
25219,0.007
25220,0.016
25221,0.002
25222,0.999
25223,0.003
25224,0.023
25225,0.003
25226,0.629
25227,0.001
25228,0.0
25229,0.072
25230,0.07
25231,0.006
25232,0.002
25233,0.015
25234,0.0
25235,0.037
25236,0.31
25237,0.012
25238,0.007
25239,0.001
25240,0.0
25241,0.116
25242,0.318
25243,0.854
25244,0.06
25245,0.031
25246,0.068
25247,0.0
25248,0.011
25249,0.585
25250,0.874
25251,0.023
25252,0.002
25253,0.178
25254,0.005
25255,0.988
25256,0.043
25257,0.106
25258,0.018
25259,0.999
25260,0.964
25261,0.998
25262,0.131
25263,0.08
25264,0.034
25265,0.0
25266,0.139
25267,0.322
25268,0.002
25269,0.006
25270,0.015
25271,0.852
25272,0.561
25273,0.002
25274,0.998
25275,0.842
25276,0.004
25277,0.703
25278,0.214
25279,0.006
25280,0.002
25281,0.108
25282,0.04
25283,0.841
25284,0.133
25285,0.096
25286,0.181
25287,0.941
25288,0.987
25289,0.0
25290,0.863
25291,0.01
25292,0.001
25293,0.021
25294,0.101
25295,0.009
25296,0.113
25297,0.0
25298,0.005
25299,0.046
25300,0.002
25301,0.206
25302,0.812
25303,0.001
25304,0.549
25305,0.091
25306,0.637
25307,0.0
25308,0.0
25309,0.052
25310,0.013
25311,0.949
25312,0.65
25313,0.911
25314,0.005
25315,0.25
25316,0.104
25317,0.0
25318,0.095
25319,0.027
25320,0.188
25321,0.829
25322,0.0
25323,0.273
25324,0.66
25325,0.0
25326,0.003
25327,0.234
25328,0.04
25329,0.064
25330,0.016
25331,0.018
25332,0.94
25333,0.004
25334,0.0
25335,0.996
25336,0.87
25337,0.119
25338,0.026
25339,0.008
25340,0.086
25341,0.221
25342,0.102
25343,0.0
25344,0.0
25345,0.212
25346,0.0
25347,0.001
25348,0.823
25349,0.001
25350,0.004
25351,0.071
25352,0.037
25353,0.018
25354,0.075
25355,0.061
25356,1.0
25357,0.0
25358,0.22
25359,0.893
25360,0.887
25361,0.105
25362,0.0
25363,0.0
25364,0.995
25365,0.001
25366,0.001
25367,0.002
25368,0.203
25369,0.478
25370,0.046
25371,0.029
25372,0.951
25373,0.004
25374,0.072
25375,0.0
25376,0.0
25377,0.036
25378,0.978
25379,0.203
25380,0.004
25381,0.875
25382,0.049
25383,0.671
25384,0.0
25385,0.043
25386,0.057
25387,0.003
25388,0.0
25389,0.001
25390,0.0
25391,0.089
25392,0.168
25393,0.003
25394,0.971
25395,0.106
25396,0.074
25397,0.018
25398,0.0
25399,0.957
25400,0.018
25401,0.099
25402,0.0
25403,0.11
25404,0.156
25405,0.064
25406,0.0
25407,0.004
25408,0.056
25409,0.0
25410,0.018
25411,0.698
25412,0.0
25413,0.175
25414,0.992
25415,0.017
25416,0.681
25417,0.028
25418,0.026
25419,0.198
25420,0.0
25421,0.025
25422,0.371
25423,0.856
25424,0.458
25425,0.804
25426,0.677
25427,0.139
25428,0.0
25429,0.985
25430,0.001
25431,0.096
25432,0.221
25433,0.014
25434,0.992
25435,0.11
25436,0.859
25437,0.999
25438,0.994
25439,0.713
25440,0.321
25441,0.17
25442,0.027
25443,0.008
25444,0.063
25445,0.19
25446,0.001
25447,0.005
25448,0.001
25449,0.988
25450,0.001
25451,0.012
25452,0.018
25453,0.0
25454,0.03
25455,0.177
25456,0.989
25457,0.199
25458,0.059
25459,0.148
25460,0.713
25461,0.242
25462,0.286
25463,0.027
25464,0.0
25465,0.999
25466,0.0
25467,0.002
25468,0.016
25469,0.296
25470,0.181
25471,0.788
25472,0.031
25473,0.001
25474,0.0
25475,0.0
25476,0.622
25477,0.756
25478,0.054
25479,0.008
25480,0.041
25481,0.948
25482,0.907
25483,0.003
25484,0.01
25485,0.001
25486,0.0
25487,0.023
25488,0.053
25489,0.0
25490,0.0
25491,0.957
25492,0.28
25493,0.0
25494,0.002
25495,0.002
25496,0.043
25497,0.008
25498,0.35
25499,0.065
25500,0.238
25501,0.894
25502,0.001
25503,0.875
25504,0.036
25505,0.177
25506,0.0
25507,0.007
25508,0.332
25509,0.176
25510,0.002
25511,0.003
25512,0.0
25513,0.023
25514,0.324
25515,0.002
25516,0.103
25517,0.0
25518,0.078
25519,0.0
25520,0.123
25521,0.019
25522,0.15
25523,0.06
25524,0.007
25525,0.016
25526,0.917
25527,0.683
25528,0.245
25529,0.076
25530,0.054
25531,0.103
25532,0.305
25533,0.032
25534,0.585
25535,0.0
25536,0.149
25537,0.053
25538,0.196
25539,0.0
25540,0.958
25541,0.0
25542,0.0
25543,0.0
25544,0.005
25545,0.066
25546,0.0
25547,0.008
25548,0.932
25549,0.158
25550,0.011
25551,0.092
25552,0.0
25553,0.867
25554,0.999
25555,0.021
25556,0.002
25557,0.227
25558,0.212
25559,0.0
25560,0.161
25561,0.001
25562,0.018
25563,0.001
25564,0.0
25565,0.017
25566,0.041
25567,0.004
25568,0.002
25569,0.026
25570,0.028
25571,0.0
25572,0.008
25573,0.068
25574,0.0
25575,0.759
25576,0.272
25577,0.043
25578,0.069
25579,0.824
25580,0.01
25581,0.675
25582,0.0
25583,0.001
25584,0.055
25585,0.016
25586,0.735
25587,0.001
25588,0.001
25589,0.077
25590,0.0
25591,0.0
25592,0.059
25593,0.007
25594,0.0
25595,0.914
25596,0.014
25597,0.024
25598,0.008
25599,0.054
25600,0.019
25601,0.809
25602,0.151
25603,0.003
25604,0.386
25605,0.208
25606,0.868
25607,0.0
25608,0.314
25609,0.0
25610,0.425
25611,0.996
25612,0.044
25613,0.673
25614,0.273
25615,0.0
25616,0.001
25617,0.11
25618,0.791
25619,0.012
25620,0.891
25621,0.063
25622,0.897
25623,0.988
25624,0.184
25625,0.648
25626,0.0
25627,0.667
25628,0.017
25629,0.787
25630,0.007
25631,0.0
25632,0.841
25633,0.995
25634,0.989
25635,0.002
25636,0.802
25637,0.506
25638,0.0
25639,0.054
25640,0.387
25641,0.855
25642,0.032
25643,0.009
25644,0.0
25645,0.0
25646,0.841
25647,0.003
25648,0.052
25649,0.034
25650,0.0
25651,0.756
25652,0.002
25653,0.063
25654,0.088
25655,0.002
